Customer ID,Age Group,Location,Gender,Family with Children,Dog Breed,Purchase Frequency,Average Spend,Product Preference,Loyalty Program Member,Last Purchase Date
bc8cbc4c-3ab4-49a1-929e-134862288421,26-35,suburban,F,no,Siberian Husky,monthly,198.13,grain-free,No,2023-06-04
74d40e30-f050-47d2-9a83-8339440feb27,46-55,urban,F,yes,Beagle,weekly,21.32,raw,Yes,2023-06-20
9af764dc-84ec-4903-a0b1-8c4405a00edd,65+,urban,F,yes,Siberian Husky,weekly,67.43,raw,Yes,2023-02-17
d1cc689a-a051-4759-b729-f47897ff9a6c,46-55,suburban,M,no,Great Dane,monthly,55.97,grain-free,Yes,2023-09-30
84872a64-06a5-4c0d-9220-31de029ec28d,65+,urban,M,no,Bulldog,weekly,22.52,dry,No,2022-09-10
46e12893-23ad-4b49-b44d-4f40c5b9eb89,36-45,urban,F,yes,Boxer,quarterly,151.83,grain-free,No,2023-08-21
59270ab2-ba9c-429f-af43-817f6836f7e2,36-45,suburban,M,no,Boxer,quarterly,144.82,raw,No,2023-02-25
abf6d51c-e5b3-4672-a8af-b7cf27efb73b,46-55,urban,F,yes,Great Dane,weekly,162.62,wet,Yes,2022-09-14
0c17a871-34cb-4fe0-baf4-e313af6f2305,46-55,urban,F,yes,Beagle,quarterly,66.21,raw,No,2023-08-26
d2792901-4f76-45b6-af63-029e67c35006,65+,suburban,M,yes,German Shepherd,weekly,99.98,raw,Yes,2022-08-05
6563202c-b0b4-48c4-8d17-0352bf169ccd,26-35,urban,F,yes,Siberian Husky,quarterly,138.64,dry,Yes,2023-04-01
8c7875da-153a-44ae-b365-0cdfddb39460,65+,urban,F,no,Beagle,weekly,99.16,wet,No,2022-10-02
921d40f8-97b0-45af-b868-4c3e02e97e47,26-35,urban,M,no,Dachshund,quarterly,145.52,raw,Yes,2024-02-19
57408a16-bed0-4965-8c2d-611ea5d5b2f0,36-45,urban,M,yes,German Shepherd,monthly,134.12,wet,Yes,2022-07-12
53dec4d8-241c-4bf3-bace-711b2f53acb0,18-25,urban,M,no,Dachshund,monthly,40.64,grain-free,Yes,2022-07-10
913d2f25-0ad4-430d-9a31-bafe6df24233,46-55,urban,M,no,Great Dane,quarterly,160.59,dry,No,2022-10-08
f1ba2555-1a28-4143-a27e-e2a2150e939f,26-35,urban,M,no,Poodle,weekly,149.72,wet,Yes,2024-02-27
39bfa427-d3b9-4761-902c-d37b14d26abe,65+,urban,M,no,Boxer,quarterly,138.05,wet,No,2022-09-01
51cefe71-d623-41b8-a9cd-67658426de86,36-45,suburban,M,yes,Boxer,weekly,47.92,dry,No,2022-05-18
fa5a74c1-7e0e-4728-9a57-d4ca1ea9f5fc,26-35,suburban,F,no,Siberian Husky,quarterly,68.24,grain-free,Yes,2023-05-01
cf128608-a01b-4129-ae26-8df5b88c663f,65+,suburban,F,yes,Bulldog,quarterly,90.77,wet,No,2023-08-02
3dd13ede-c66a-4399-86b9-6903d9a2f63f,46-55,suburban,F,yes,Great Dane,monthly,70.39,dry,Yes,2023-06-18
1512d734-187f-4387-b8f0-e7423e2953eb,46-55,urban,F,no,Beagle,weekly,61.01,raw,No,2022-09-03
b4dd1c64-7ad3-47aa-8a29-ced7af125b0f,56-65,suburban,M,yes,Great Dane,weekly,164.96,dry,No,2023-07-12
c8d17ab0-3d7d-4caf-9d31-754a0496e866,18-25,suburban,F,no,Beagle,weekly,134.88,raw,No,2024-02-20
b1571819-c4c8-45ea-af51-1187d0b124dd,56-65,urban,M,no,Great Dane,weekly,121.78,wet,No,2023-04-20
653d1b39-c012-4711-9348-ca6b7c3a6bcf,36-45,urban,M,yes,Poodle,weekly,60.67,wet,No,2022-06-01
e6bfcc38-0551-4b5d-8ddc-9c1f0dea4b80,26-35,urban,F,no,Rottweiler,monthly,185.25,wet,No,2023-06-18
40694cef-b590-4e7f-84aa-78d6329c7800,36-45,urban,M,yes,Bulldog,quarterly,54.41,grain-free,No,2022-11-17
a211299b-f723-4830-8673-265350f40078,65+,urban,F,yes,Beagle,weekly,163.09,grain-free,Yes,2022-06-20
015e79b2-8869-4ad7-a1df-5f0634ee9a6c,46-55,suburban,M,no,Bulldog,weekly,194.0,raw,Yes,2022-06-16
bb82ae09-ed38-4ef2-95f4-44250ebeff0c,56-65,urban,M,no,German Shepherd,quarterly,150.88,dry,Yes,2023-01-12
832cd8e9-388a-4714-be4b-a8f94de79dc0,56-65,suburban,F,no,Great Dane,monthly,198.71,raw,No,2023-07-15
2da99ed6-d84d-4454-8493-f5849da68d96,56-65,suburban,M,yes,Siberian Husky,monthly,137.19,dry,Yes,2022-06-13
9a97d29b-6f94-4c3e-aca2-0446825e019b,36-45,urban,M,no,Labrador,monthly,59.14,wet,No,2024-04-21
da24cc39-39d5-4a78-9cb8-117a0651f11f,46-55,suburban,F,yes,German Shepherd,quarterly,56.69,dry,No,2023-07-20
a681ee41-6b88-4179-9a49-0e7887b12de4,26-35,suburban,F,yes,Dachshund,quarterly,78.42,grain-free,No,2022-11-08
d0bd13de-7d4b-43b6-8b45-36170e1d2540,65+,urban,M,no,Boxer,monthly,21.28,dry,No,2023-08-29
b9660876-a717-4469-b419-79b8006f6c64,26-35,suburban,M,no,Labrador,monthly,142.71,dry,No,2024-01-01
81e71183-7cc2-4a3e-998f-004163d32b7f,36-45,suburban,M,no,Poodle,quarterly,68.36,wet,No,2023-04-20
c0a32669-cb7f-4207-bc19-50247e90a1f4,65+,suburban,F,yes,Great Dane,monthly,166.73,wet,No,2023-11-02
60407a96-f1d1-4a1e-b540-3d6625fee3ac,56-65,urban,M,no,Rottweiler,weekly,84.65,grain-free,No,2024-01-23
9b3a3c14-f6a9-4766-b0a2-022ce2ee6b02,18-25,urban,M,yes,Poodle,quarterly,106.39,dry,Yes,2023-03-06
42ece665-0597-4107-af74-7085d8aaf58e,36-45,urban,M,no,Beagle,monthly,193.82,dry,No,2022-06-30
f1532fc7-608f-48f8-9b36-22e4bc5a84da,36-45,suburban,M,no,Labrador,weekly,63.59,dry,Yes,2022-05-01
c307e34a-19c1-4ab0-9123-9834dd3c16e1,46-55,urban,F,yes,Boxer,quarterly,149.83,wet,Yes,2022-09-20
f7d078ef-bdb1-44ef-b6bf-bfb6874200af,26-35,suburban,M,yes,Siberian Husky,quarterly,155.92,grain-free,No,2022-04-30
b16c0264-d5e8-4f94-a5c7-283a71bfc5c1,36-45,urban,F,no,Rottweiler,weekly,59.78,dry,Yes,2024-01-21
c7c198b0-a635-4af3-bad9-b40e88abb34d,36-45,suburban,M,no,Bulldog,quarterly,110.18,dry,No,2022-12-20
4d945776-55b7-44f6-bece-c9bc166cfb61,56-65,urban,F,no,Great Dane,monthly,83.04,dry,Yes,2024-04-20
a1085282-8bbf-4b44-9679-a245fcfccc63,56-65,urban,M,no,Beagle,quarterly,158.94,dry,No,2022-05-24
f96d2e84-d42a-402f-b206-db5b3c6bde29,65+,suburban,M,no,Great Dane,monthly,132.05,grain-free,Yes,2023-06-15
7c7d48d7-e16b-4dd9-92a7-a52ae6b15098,18-25,urban,F,yes,Poodle,weekly,105.68,grain-free,No,2023-03-04
84e95ed0-2952-4f81-a06e-fcedb35ef916,46-55,suburban,F,yes,Labrador,weekly,160.29,grain-free,Yes,2023-07-15
699e9361-b59e-468b-b11e-b64511680fbd,18-25,urban,M,yes,Poodle,quarterly,62.33,wet,No,2023-09-22
f447ff00-e41b-4234-ad09-36236301e76e,65+,urban,F,yes,Labrador,weekly,155.65,dry,No,2023-05-06
573b8750-1f44-41b0-90b0-d83f232ddd9f,56-65,suburban,F,no,Siberian Husky,weekly,175.77,dry,Yes,2023-08-24
0d2a9989-ad2b-4661-9d50-6fc0cd516488,26-35,suburban,F,yes,Boxer,quarterly,178.15,dry,Yes,2023-12-26
4bf011df-4f8a-4dd3-9be7-74bd641a4ab7,56-65,suburban,F,yes,Bulldog,monthly,161.06,dry,Yes,2022-07-16
8a615b5f-3cec-4a7e-bcf8-0acb66a4dfa3,46-55,urban,F,yes,Siberian Husky,quarterly,93.44,raw,Yes,2022-12-14
74cdf0ab-31c4-49d5-ac48-0af5fb10e8a2,56-65,suburban,M,no,German Shepherd,quarterly,196.73,grain-free,No,2022-09-09
890952d1-346b-4f69-b56b-68e5a00bf3fe,46-55,urban,M,yes,Boxer,monthly,88.33,raw,Yes,2023-08-28
5cadd8bf-b589-4a37-b1af-a85fc356399c,46-55,suburban,M,no,Siberian Husky,monthly,134.95,raw,Yes,2023-06-04
45fe474f-e405-421c-bbb9-753ac4fd5e93,46-55,suburban,M,yes,Rottweiler,monthly,48.99,wet,No,2022-07-15
fc07b2e8-7816-4f62-817f-c62f46ad8fa2,65+,suburban,M,no,Great Dane,quarterly,196.48,wet,No,2023-04-06
2c39ef9d-0301-4c80-91be-8815e6812d2d,46-55,suburban,F,yes,Poodle,monthly,146.72,dry,No,2022-10-06
081ac357-bfaa-4ed2-86d1-9231de8aff26,46-55,suburban,F,no,Boxer,weekly,155.61,raw,Yes,2022-08-18
e579ddbf-1258-4eba-87cd-f41d028ace92,26-35,suburban,M,yes,Rottweiler,monthly,31.84,raw,Yes,2024-03-14
89879079-15de-4726-8a87-d620f93abaf9,18-25,urban,F,no,Poodle,weekly,157.42,grain-free,Yes,2022-09-11
9293ff40-d12e-4320-9f43-b1f7880694c3,36-45,suburban,F,no,German Shepherd,monthly,159.45,raw,Yes,2023-04-15
6dc41aa6-b017-4633-aef3-cebb2be531e0,18-25,urban,M,yes,Dachshund,weekly,140.92,wet,No,2023-12-01
d0516bf6-381c-4545-9459-117654104325,46-55,suburban,F,no,Boxer,weekly,72.54,raw,Yes,2023-11-22
d8f20780-5cea-4059-8bcf-8fe049e72537,26-35,suburban,F,no,Rottweiler,weekly,108.14,wet,Yes,2024-02-04
527dd980-a57f-4559-821a-6caafe1406fb,56-65,suburban,F,yes,Poodle,weekly,39.88,dry,No,2022-08-19
caf28fe3-fe08-4ce7-a119-2bd030f67f35,26-35,urban,M,yes,Poodle,weekly,104.89,wet,No,2023-11-17
7667781a-41b4-4cb0-bc65-60a109054ff8,46-55,urban,F,no,Siberian Husky,monthly,63.89,dry,No,2023-02-01
6332d326-a96f-41de-81c5-a3b7e6b0ba26,26-35,suburban,M,yes,Labrador,quarterly,82.84,grain-free,Yes,2024-03-31
e8ba635c-0f51-4f5e-bd1a-542c7172eeb6,26-35,urban,F,yes,Siberian Husky,quarterly,49.27,dry,Yes,2024-04-14
58d73b3e-ce8e-407c-9c02-d17edb2f486a,46-55,suburban,F,yes,Rottweiler,quarterly,61.41,raw,No,2023-11-23
98e06ef6-5c39-4623-a828-8842a071035e,65+,suburban,F,no,Beagle,quarterly,33.78,wet,Yes,2023-06-21
b5e14dec-be8c-4e7f-a9b6-f0bd47a970f0,26-35,urban,M,no,Great Dane,quarterly,185.58,dry,Yes,2023-02-07
553b9bdf-eb00-43ae-8ca1-e66f58a09477,36-45,urban,M,no,Boxer,weekly,115.47,dry,No,2023-11-25
e7b72665-c694-4e1b-8b89-fe0e92642aa6,36-45,urban,F,no,Siberian Husky,monthly,91.41,dry,No,2023-10-25
5bb7cd68-80a4-4fa7-998a-feb8eaa47352,26-35,urban,F,no,Poodle,weekly,116.31,dry,No,2023-05-02
aa4b79de-8daa-4fa1-9442-21096adb30ab,65+,suburban,M,no,Poodle,monthly,133.09,dry,Yes,2022-06-14
9e17e424-670a-4cfa-a49c-f773838075fa,56-65,urban,M,no,Dachshund,monthly,185.94,dry,Yes,2024-03-21
0748c13f-8987-4982-8f15-cf73b24eafae,46-55,urban,M,yes,Boxer,monthly,52.16,wet,Yes,2024-04-06
8c7a819b-da98-4564-a5a2-3323a8d91c74,36-45,suburban,F,no,Dachshund,monthly,73.2,raw,No,2023-01-22
8871214f-a317-45d8-874b-40ae97081246,56-65,urban,F,no,Great Dane,quarterly,195.64,raw,Yes,2024-04-13
37f0d817-9af4-4036-ac64-7e231c2816ef,26-35,urban,M,yes,German Shepherd,monthly,86.81,dry,Yes,2022-11-25
a29151a8-2503-4769-b1b7-a847d6d32f83,56-65,urban,M,yes,Siberian Husky,monthly,24.06,wet,No,2023-11-01
c5cde364-e478-488d-9efe-263e7c42f10c,18-25,urban,F,yes,Bulldog,quarterly,46.58,dry,Yes,2022-06-23
d2a6687f-df6c-4013-b537-cacbeb7a21e3,36-45,suburban,F,no,Rottweiler,weekly,24.74,grain-free,Yes,2023-04-10
1b37e505-e12f-4f5b-a03a-60b0a94b2648,26-35,suburban,F,yes,Rottweiler,weekly,198.19,raw,No,2024-04-21
0e2031bf-d3a2-4e79-9337-785450eea75f,46-55,urban,F,no,German Shepherd,weekly,70.2,dry,No,2022-09-15
87132750-f1dd-48e6-adba-9ea0c83a9760,65+,urban,F,no,Boxer,weekly,186.24,wet,No,2023-08-05
a749f144-6067-4316-a54a-840b768baf30,26-35,suburban,F,no,Siberian Husky,monthly,199.26,raw,No,2022-12-16
afafad43-5415-4203-b784-19c11adf17af,46-55,urban,F,yes,Great Dane,quarterly,127.97,wet,No,2023-12-15
12878308-71b7-43e4-a47d-6824ac8effe4,65+,urban,F,yes,Labrador,quarterly,25.98,grain-free,Yes,2022-11-15
49f45536-d2cd-4a1d-8b73-f93c25486b75,65+,urban,M,no,Dachshund,weekly,34.69,dry,No,2023-12-04
454e26e2-8a35-4c55-b0a2-d5098c4b4702,26-35,urban,M,no,German Shepherd,quarterly,106.69,grain-free,No,2023-06-28
6c556624-f15a-4d21-829f-5fb83fdad5e5,56-65,urban,M,no,Labrador,monthly,93.11,raw,No,2023-03-02
25739d4a-adb1-4685-9063-c98fadf0234b,56-65,urban,M,yes,Dachshund,weekly,129.11,dry,Yes,2022-08-20
8b15ff75-f65e-4b73-98bf-7c35b29a922e,65+,urban,M,no,German Shepherd,monthly,98.99,raw,Yes,2023-04-15
64fa0212-accb-42c0-969b-f5c9ce4b2e6a,56-65,urban,M,yes,Rottweiler,monthly,188.13,dry,No,2024-02-11
81e3f70e-b8bd-40d5-9c32-757c9bc79ea3,18-25,urban,M,no,Rottweiler,monthly,116.25,wet,Yes,2024-01-02
4f08ce08-3bb1-4f97-baab-6965467127da,65+,suburban,F,yes,Poodle,monthly,144.87,raw,Yes,2022-08-19
08f3e7f9-8fd5-4b1e-9c40-7f6a2e2455bd,65+,suburban,F,no,Dachshund,monthly,181.37,grain-free,Yes,2024-04-15
b1a6e718-e33e-4911-af83-d5d0acf4e639,46-55,suburban,M,yes,Bulldog,weekly,46.44,grain-free,No,2022-12-02
24cc30ed-77d0-4903-b677-3e4eaf6bfa68,56-65,urban,M,yes,Great Dane,monthly,61.35,wet,Yes,2023-08-24
0654c3b0-d038-4a5b-b27c-5cdfe9f74b7a,65+,urban,F,yes,Beagle,weekly,39.32,wet,Yes,2023-03-10
410ca0af-9aef-40c7-b1aa-33861c5b80aa,18-25,suburban,F,yes,Boxer,quarterly,45.13,grain-free,No,2022-10-14
3d89555e-823e-48f2-9747-64237006bf25,46-55,urban,F,yes,Boxer,monthly,112.27,wet,No,2023-11-24
fa17d119-8178-464c-87b0-58528f182ebe,26-35,suburban,M,yes,Dachshund,monthly,77.81,dry,Yes,2023-02-26
a46c1819-74a9-4991-a9b6-ac10412d77d9,65+,urban,M,no,German Shepherd,quarterly,96.17,grain-free,No,2023-06-03
d9c249fb-7634-42e1-83ed-4932e458f669,18-25,suburban,F,no,German Shepherd,weekly,196.85,raw,No,2023-06-02
448ac94a-b95b-44fd-9950-d4c4ae99c1b2,36-45,suburban,M,no,Beagle,monthly,48.21,grain-free,No,2023-02-04
5d693250-3e6b-4ac7-a7f8-0daf7c667b66,18-25,suburban,M,no,Great Dane,quarterly,117.35,wet,No,2023-02-25
39a29229-480b-40ac-9cba-e46092061663,18-25,urban,F,yes,Siberian Husky,quarterly,37.8,dry,Yes,2024-01-30
ed189b2f-cd70-4bab-86df-5a3375fb5b09,46-55,suburban,F,no,Great Dane,monthly,77.33,raw,No,2024-01-18
354a9698-a885-4b2b-8cce-19d8cd586566,26-35,urban,F,yes,Siberian Husky,weekly,114.95,grain-free,No,2023-10-24
af6ee4d6-03a4-4558-b20b-262fa0034482,36-45,urban,F,yes,Beagle,weekly,190.39,grain-free,Yes,2024-03-14
c590d408-e3e9-426c-a99c-93e8eb736d75,56-65,urban,F,yes,Siberian Husky,monthly,90.42,raw,No,2022-09-25
a2e0ad67-50ec-45c3-8338-20611e1f3e4d,56-65,urban,F,no,Bulldog,quarterly,31.68,dry,Yes,2022-12-07
caaebf00-2257-4cd6-87dd-c88032d582c9,18-25,urban,F,yes,Poodle,monthly,89.87,wet,No,2022-12-31
fa7e20e4-45e6-42d4-86f0-4abe451d4dee,46-55,urban,F,no,Great Dane,weekly,46.23,wet,Yes,2023-01-11
ead84fa0-5b4d-4a97-be29-7b0ab0ecd204,46-55,urban,M,no,Siberian Husky,quarterly,61.4,wet,No,2023-12-14
8c119dbb-a276-4c8d-9270-68fe02e63ed8,56-65,suburban,F,no,Rottweiler,monthly,131.26,wet,No,2023-03-12
2d7dcdb8-87d8-4fad-b1de-eb59a359c7d5,36-45,suburban,M,no,Bulldog,quarterly,32.14,raw,Yes,2022-12-20
786da1f3-ada1-42f9-9dd7-ebe230647f33,26-35,suburban,M,no,Great Dane,weekly,103.65,dry,Yes,2023-08-31
7226dd7c-b4dd-4248-a349-cd3bd5c3c02c,36-45,urban,F,yes,Siberian Husky,weekly,129.7,dry,Yes,2023-05-10
a8989431-f291-4ebb-8778-19296995dbfe,65+,urban,F,yes,Rottweiler,weekly,95.93,grain-free,Yes,2022-06-17
e094a516-6c73-4cfe-857d-fb06ab6dcad8,65+,urban,M,no,Beagle,monthly,23.44,grain-free,Yes,2023-03-18
4d3e60f0-2868-4b10-bca5-6df0312367e8,26-35,urban,F,yes,Beagle,quarterly,197.39,dry,No,2023-11-20
513596a5-233e-476a-b97c-21f8334ea919,56-65,suburban,F,no,Dachshund,monthly,86.08,grain-free,Yes,2023-06-03
849191b8-edb4-459f-b885-984492940802,26-35,urban,M,yes,Boxer,monthly,160.14,dry,No,2022-11-06
09a2d9e1-7581-4ca7-89c2-e9ba6e753cd5,46-55,suburban,M,yes,Labrador,monthly,78.62,raw,Yes,2024-04-07
5a61c109-e737-47e9-8224-6b1497bf0dde,65+,urban,F,yes,Rottweiler,monthly,105.5,raw,Yes,2023-03-03
473a49a3-6f0c-4a63-a079-929038277135,18-25,suburban,M,yes,Dachshund,quarterly,89.92,wet,No,2023-07-05
51c3cbd1-3b3a-47a5-8007-26a420626f8e,18-25,urban,F,yes,Bulldog,quarterly,81.66,dry,No,2022-05-08
8e540313-3f92-45da-a5a2-2e69791fd50f,56-65,suburban,F,yes,Siberian Husky,monthly,23.93,raw,No,2022-08-03
b3e394ee-4c8d-42d1-9770-4988a933554d,46-55,urban,F,yes,Great Dane,monthly,84.8,dry,No,2022-09-02
9514fa27-909d-4b06-9bc9-1164a07de545,36-45,suburban,M,yes,German Shepherd,weekly,180.11,grain-free,Yes,2022-10-17
f51db598-8701-4725-804c-218c2d49f3cd,46-55,urban,M,yes,Rottweiler,weekly,144.27,dry,No,2023-04-15
2045ec9c-5494-4098-8f8b-b962d94c44ef,18-25,suburban,M,yes,Labrador,quarterly,46.18,wet,Yes,2022-12-26
24447477-b1a7-4686-a10b-eb64314db2ef,18-25,suburban,M,yes,German Shepherd,weekly,126.41,wet,Yes,2024-02-20
45217144-4ba8-41e6-b218-34011f0573d0,65+,urban,M,yes,Poodle,quarterly,180.6,raw,Yes,2023-12-21
60fd27b9-6993-47ed-b824-4038b4017adb,46-55,suburban,F,yes,Labrador,quarterly,146.01,grain-free,No,2022-08-22
530fa2a1-7fe4-4597-84a0-b86e3093aad7,46-55,urban,F,no,Dachshund,quarterly,46.76,grain-free,No,2024-02-19
5e50c83c-2054-456c-992e-408ee2e09d91,18-25,urban,F,yes,Labrador,weekly,176.21,dry,No,2023-11-19
8f8c214d-c457-4b2e-a348-16d9619149ce,36-45,urban,M,yes,Siberian Husky,weekly,74.28,grain-free,No,2024-02-14
9638ca74-91a4-438b-be66-ccb1bd59ba8d,56-65,suburban,M,yes,Great Dane,quarterly,101.73,wet,No,2022-12-17
77d1599c-cf36-4351-83e9-aba57952f471,56-65,suburban,M,yes,Bulldog,quarterly,114.71,raw,No,2023-07-04
62f686ad-0b48-4255-9c0f-24bc16d0830f,46-55,urban,F,yes,German Shepherd,monthly,173.09,raw,Yes,2022-06-30
8fca4156-7876-4753-b6fa-54ede65ff882,56-65,urban,F,yes,Labrador,quarterly,187.69,raw,No,2023-09-12
fc89ced9-c9ed-41f4-b69f-060cdcffa8b4,18-25,suburban,F,no,Siberian Husky,quarterly,187.34,grain-free,Yes,2022-12-10
4a6857d1-035c-42a2-b9ae-7a43f8d5a7e2,18-25,suburban,F,no,Beagle,monthly,21.43,grain-free,Yes,2023-01-03
f2b2796c-883d-4d7c-b1c1-73822c676cb4,46-55,suburban,F,no,Labrador,quarterly,185.94,wet,No,2024-03-21
48c9810c-6aa6-4ee8-ba3a-6fe511e7b152,46-55,urban,F,yes,Labrador,quarterly,29.79,dry,No,2022-08-20
a725fed4-92a7-468b-a70d-0785eeb16662,65+,urban,F,yes,Boxer,quarterly,67.84,dry,No,2024-01-28
9d531b56-e5cd-4021-9f2f-eefd35ea184b,46-55,urban,F,yes,German Shepherd,monthly,112.7,raw,No,2023-07-19
b2986e8a-0547-4b61-b4da-a0dcaff1767a,36-45,urban,F,no,Boxer,weekly,106.39,raw,Yes,2022-11-11
2f83078f-4c01-4382-944a-f4bd6b588c31,56-65,urban,F,yes,Boxer,quarterly,128.85,grain-free,No,2022-09-04
0afb382c-ee69-41e0-8b28-8cf71c6ff726,46-55,suburban,M,yes,Great Dane,monthly,106.3,raw,No,2023-08-09
9c65e62f-d0c8-4c04-855c-8c5540e6b25d,26-35,urban,M,no,Siberian Husky,quarterly,188.19,wet,Yes,2022-12-30
de40ffa6-3afd-4ec1-9e5d-1dbce3f13bef,65+,suburban,M,no,Boxer,monthly,63.3,wet,Yes,2023-05-21
ae87ca20-25fa-411a-abb2-8c2fa3be73be,26-35,suburban,M,yes,Labrador,quarterly,69.32,raw,No,2023-11-10
891007c6-1c41-4f57-928a-ef4e2e10370e,18-25,urban,M,yes,Dachshund,monthly,185.73,raw,Yes,2023-06-30
c0ef1f9d-64d0-436e-a1d8-03a21f10d573,56-65,suburban,F,yes,Dachshund,weekly,33.81,raw,No,2024-03-08
508f46a0-47e5-40ef-a3ed-aae73acb2e43,46-55,urban,M,yes,Beagle,weekly,129.72,raw,No,2022-08-05
e380d75c-5111-4a0f-aec4-e49071e2cf5b,26-35,suburban,M,no,Dachshund,weekly,142.71,raw,Yes,2022-09-13
8add46ef-3f27-46b7-89c7-5a163f578658,56-65,urban,F,yes,Beagle,quarterly,111.0,wet,Yes,2023-08-27
268561b9-05c9-4ea4-9a38-1246e7e2dd26,18-25,urban,F,yes,Dachshund,monthly,144.96,dry,No,2023-08-11
2b3985ff-2160-405d-afe6-a155c67adcb6,36-45,suburban,F,no,Poodle,quarterly,51.1,wet,No,2022-06-21
8f2ffd82-bf74-4f56-93fe-e7ba9f49e088,65+,urban,F,yes,Beagle,quarterly,173.47,wet,No,2023-06-28
063db3bf-37d7-4416-9e79-34ec917c0bfe,56-65,suburban,F,yes,Rottweiler,monthly,45.2,raw,Yes,2023-09-30
05fbd7ec-079f-4f21-b58e-d8c37b610362,56-65,urban,F,no,German Shepherd,quarterly,92.15,dry,Yes,2023-08-29
e41dc3f5-02d2-4b2b-8d58-839d1f3e5d7b,36-45,urban,F,no,German Shepherd,monthly,33.55,raw,No,2024-02-11
bf0250cc-3f5b-45e3-b737-0eb0860c2211,56-65,urban,M,yes,German Shepherd,monthly,118.14,wet,No,2023-04-18
a8b61786-e8aa-432f-b85f-958e92a76648,18-25,suburban,F,no,Siberian Husky,weekly,140.55,dry,Yes,2023-09-03
00a11a6c-e93c-4f9b-ab6e-9edbdff1afd0,18-25,suburban,F,no,Great Dane,weekly,189.42,grain-free,No,2023-11-18
3bb87867-be1b-4c42-9f3f-dde0ddbcbab8,36-45,urban,M,yes,Bulldog,weekly,153.08,raw,Yes,2024-03-24
d6680611-07a5-4329-bfc5-c7dff34a24cc,65+,suburban,F,no,Great Dane,monthly,117.4,grain-free,No,2024-02-14
90d929c4-f652-4789-a770-5595e9e5514d,46-55,urban,M,yes,Beagle,weekly,187.87,grain-free,Yes,2023-12-17
943af16f-b51a-40c3-b74d-d1c79e82223c,26-35,suburban,F,yes,Great Dane,monthly,106.12,grain-free,No,2023-02-07
d1e67938-a5bf-4f8e-a972-97b2a591d924,46-55,suburban,M,yes,Dachshund,quarterly,121.02,grain-free,No,2024-02-05
e2d16e30-0e79-49c4-ab9e-265068b42142,56-65,urban,M,yes,Beagle,weekly,127.3,dry,No,2023-12-18
4ee8193d-3067-45d8-93db-111ebd304b40,26-35,urban,F,no,Great Dane,monthly,93.8,raw,Yes,2023-02-25
4aee6f4e-c9e3-4db7-abb4-d4a0e9ad89e9,36-45,urban,F,yes,Great Dane,monthly,170.93,dry,No,2023-09-27
3412e26b-79ca-41d6-9f0c-30c29f23d288,36-45,urban,F,yes,Boxer,monthly,53.33,raw,No,2022-11-09
11a18c6e-1e88-4382-adce-4d5414a0f48f,65+,urban,M,yes,Poodle,monthly,119.87,raw,No,2023-08-10
2bd1751e-b621-4e38-a5cd-bd90b52d3cc6,26-35,suburban,F,yes,Siberian Husky,weekly,150.0,raw,No,2023-05-29
fa129b6f-fdc9-445e-82b9-5a188744ee08,18-25,suburban,M,no,Beagle,weekly,182.72,dry,No,2024-02-20
eed04d33-d2d8-4087-bc28-54f64f1963ef,26-35,urban,F,no,Bulldog,weekly,179.11,wet,No,2022-10-13
d8b9455e-980b-4b44-931f-d535e3da01fd,56-65,urban,F,no,German Shepherd,monthly,111.57,grain-free,Yes,2024-02-24
e49bc0d1-a135-445d-8823-bde6e57e1840,18-25,urban,M,yes,Labrador,quarterly,135.77,wet,Yes,2022-06-22
ff36952c-c595-40ed-9611-688371c6008c,36-45,suburban,M,no,Rottweiler,monthly,90.96,wet,No,2022-11-11
566fda4f-261d-49c2-ac85-57e3dbd0e127,26-35,urban,F,no,Great Dane,quarterly,104.27,wet,No,2023-08-02
563e054e-a488-48d9-a9e2-7fec12359392,46-55,urban,M,yes,German Shepherd,weekly,183.13,grain-free,Yes,2023-10-16
ef6832ea-6227-4904-9db6-10fd616d4661,65+,suburban,M,no,Dachshund,monthly,187.53,wet,Yes,2023-08-30
f53ce3ed-d7cf-456c-bdb2-25241fd8d174,46-55,suburban,M,yes,Rottweiler,monthly,181.17,grain-free,No,2022-04-28
c339e30d-671e-444f-b7c9-ab665122a0bf,65+,suburban,M,no,Poodle,weekly,44.91,grain-free,Yes,2023-04-04
4019e140-3ce8-4411-aa82-48076477fa3e,56-65,suburban,M,no,German Shepherd,monthly,173.02,grain-free,No,2024-02-07
20323bed-bc5f-408d-8188-82d0582bfee8,46-55,urban,M,no,Boxer,quarterly,190.71,raw,No,2024-01-30
907c1458-b63f-46a9-82f4-a10bdbc17cd4,26-35,suburban,F,no,German Shepherd,quarterly,85.02,raw,Yes,2023-01-26
c0346cc3-5816-43e7-a3d3-b6979526fec8,26-35,suburban,F,yes,Poodle,quarterly,113.36,wet,No,2023-07-21
df48e221-4bf6-4035-b0ee-201e45c135d1,46-55,urban,M,yes,German Shepherd,monthly,160.24,raw,No,2024-03-28
0981bb68-c3c0-4ab8-a474-9dbde018dc29,26-35,urban,F,no,Great Dane,monthly,121.17,grain-free,No,2022-12-31
23f20d30-5026-4017-bb6e-567186f54294,56-65,urban,M,yes,German Shepherd,quarterly,198.83,raw,No,2022-12-02
